0.04560374,0,209,194,0,-0.880783333,-0.8995,300,-203.962,-50.776,-9.497,-264.235,0.502263561,0.542915029,0.03798868,1
0.03389523,0,266,256,1,-1.083813333,-1.138,300,-124.702,-206.69,6.248,-325.144,0.394794158,0.400617371,0.022341032,1
0.019642607,0,16,35,2,-0.997586667,-1.008,300,-39.181,-297.252,37.157,-299.276,0.011188697,0.005437883,0.003465022,1
0.028968758,0,219,186,3,-1.04689,-1.043,300,-127.712,-187.202,0.847,-314.067,0.46584978,0.408961743,0.067416552,1
0.0068437,0,1,15,4,-1.12116,-1.119,300,-48.155,-297.937,9.744,-336.348,0.000440659,0.000575178,0.000733012,1
0.025378673,0,93,127,0,-1.042923333,-1.081,300,-62.441,-249.099,-1.337,-312.877,0.287431622,0.311686564,0.03706907,2
0.030965653,0,256,284,1,-0.997093333,-0.952,300,-71.397,-228.622,0.891,-299.128,0.371596503,0.342373902,0.05375549,2
0.014058629,0,240,251,2,-1.18049,-1.165,300,-58.404,-298.793,3.05,-354.147,0.001387594,0.000978249,0.002622234,2
0.038627913,0,174,199,3,-1.10592,-1.158,300,-83.858,-236.365,-11.553,-331.776,0.304674386,0.284759554,0.039818916,2
0.001274132,0,31,22,4,-1.107723333,-1.11,300,-56.848,-296.312,20.843,-332.317,0.0002993,0.000403426,0.000393049,2
0.088150773,0,160,172,0,0.3989,0.403,300,-81.812,205.128,-3.646,119.67,0.545992442,0.622223424,0.077208276,3
0.010001519,0,298,214,1,0.429586667,0.844,300,-113.095,251.382,-9.411,128.876,0.231481554,0.245780636,0.009024507,3
0.065993633,0,65,70,2,0.725506667,0.779,300,-52.328,266.706,3.274,217.652,0.196056074,0.387865414,0.0240982,3
0.04873675,0,244,185,3,0.34981,0.7755,300,-116.857,228.108,-6.308,104.943,0.485395808,0.303189064,0.019006477,3
0.001258295,0,4,146,4,0.535646667,0.525,300,-107.634,283.327,-14.999,160.694,0.000201796,0.000213129,0.000252771,3
0.04855406,0,107,104,0,-1.19834,-1.251,300,-56.933,-65.295,-237.274,-359.502,0.285111818,0.111566378,0.24067429,4
0.012356028,0,291,278,1,-1.164526667,-1.251,300,-56.974,-52.5,-239.884,-349.358,0.27649117,0.096580127,0.184396913,4
0.02849597,0,31,24,2,-0.61442,-0.682,300,12.795,74.688,-271.809,-184.326,0.028922691,0.068177823,0.041605378,4
0.050860128,0,183,208,3,-0.850763333,-0.742,300,-58.781,52.307,-248.755,-255.229,0.317307225,0.043361172,0.225851695,4
0.002418159,0,19,217,4,-0.979346667,-0.989,300,-1.112,6.308,-299,-293.804,8.57E-05,0.002695558,0.001173931,4
0.056607002,0,130,83,0,0.35994,0.85,300,-162.264,206.515,63.731,107.982,0.346109546,0.157634511,0.089387159,5
0.010413566,0,183,237,1,0.320406667,0.859,300,-169.836,201.792,64.166,96.122,0.159329647,0.10075119,0.100859576,5
0.017187896,0,8,32,2,0.238233333,0.246,300,-134.716,260.538,-54.352,71.47,0.061892982,0.014229099,0.018894364,5
0.034669704,0,233,133,3,0.151103333,0.237,300,-149.59,213.964,-19.043,45.331,0.488019664,0.19075366,0.051283181,5
0.000485019,0,0,20,4,0.835906667,0.836,300,-85.234,286.834,49.172,250.772,1.04E-05,2.40E-05,5.69E-05,5
0.272527327,0,278,56,0,-1.38718,-1.1345,300,-358.814,14.399,-71.739,-416.154,0.137628976,0.149717088,0.04398463,6
0.253123635,0,77,293,1,-1.34796,-1.1055,300,-356.074,17.722,-66.036,-404.388,0.103483305,0.137745483,0.041738274,6
0.234192515,0,196,249,2,-1.284286667,-1.091,300,-344.638,16.753,-57.401,-385.286,0.108594252,0.127987662,0.040859345,6
0.255494137,0,198,14,3,-1.352996667,-1.101,300,-353.087,17.097,-69.909,-405.899,0.098734127,0.116161837,0.055387099,6
0.261536063,0,298,95,4,-1.309336667,-1.077,300,-354.229,26.912,-65.484,-392.801,0.10019177,0.127050655,0.04984779,6
0.24988994,0,162,259,0,-1.35306,-1.105,300,-363.276,24.24,-66.882,-405.918,0.097961155,0.112695133,0.052719362,6
0.256039853,0,209,214,1,-1.34062,-1.0895,300,-354.145,19.596,-67.637,-402.186,0.107499288,0.127163116,0.052093622,6
0.26564562,0,99,36,2,-1.320543333,-1.058,300,-354.512,25.905,-67.556,-396.163,0.107952023,0.126605858,0.053188528,6
0.244867363,0,79,154,3,-1.316113333,-1.1065,300,-347.94,23.23,-70.124,-394.834,0.101415754,0.124221324,0.052302645,6
0.262177424,0,222,92,4,-1.344346667,-1.108,300,-354.927,21.905,-70.282,-403.304,0.10078547,0.135363001,0.038509326,6
0.000469636,0,109,297,0,-0.844156667,-0.843,300,-305.332,58.014,-5.929,-253.247,5.78E-05,5.69E-05,4.84E-06,7
0.000553772,0,240,9,1,-0.85429,-0.857,300,-305.68,55.904,-6.511,-256.287,0.000118085,0.000122434,7.06E-06,7
0.000791982,0,113,88,2,-0.86854,-0.862,300,-305.868,53.574,-8.268,-260.562,0.001655142,0.001648652,0.000139488,7
0.000610499,0,219,30,3,-0.85683,-0.854,300,-306.06,53.671,-4.66,-257.049,0.000341365,0.000347671,0.000529279,7
0.000761244,0,202,60,4,-0.84841,-0.852,300,-304.892,59.051,-8.682,-254.523,0.001007451,0.000985906,0.000171746,7
0.000491332,0,144,178,0,-0.84989,-0.849,300,-305.281,57.938,-7.624,-254.967,0.000155469,0.000151722,2.64E-05,7
0.002177224,0,194,199,1,-0.864336667,-0.866,300,-305.391,55.497,-9.407,-259.301,0.001173705,0.00107247,0.001651697,7
0.000757526,0,121,128,2,-0.82447,-0.849,300,-302.134,69.528,-14.735,-247.341,0.001873795,0.002028798,0.000293464,7
0.000628657,0,211,251,3,-0.853873333,-0.831,300,-303.653,63.153,-15.662,-256.162,0.000975676,0.001378894,0.000160165,7
0.000757563,0,283,47,4,-0.86714,-0.867,300,-304.148,61.132,-17.126,-260.142,0.000458773,0.00055077,8.31E-05,7
0.01311668,0,48,27,0,-0.55145,-0.5775,300,-283.622,119.733,-1.546,-165.435,0.006218284,0.006539009,0.011379272,8
0.001818943,0,123,143,1,-0.882603333,-1.035,300,-299.414,65.259,-30.626,-264.781,0.009479408,0.015422225,0.002114983,8
0.000628704,0,284,299,2,-1.060653333,-1.0615,300,-304.2,35.917,-49.913,-318.196,0.000614633,0.000145897,0.000482206,8
0.001103793,0,1,203,3,-1.08467,-1.066,300,-300.699,40.171,-64.873,-325.401,0.001627941,7.83E-05,0.001781031,8
0.010872823,0,198,201,4,-0.96874,-1.025,300,-302.247,53.724,-42.099,-290.622,0.00382094,0.007248754,0.004680152,8
0.002164849,0,120,122,0,-0.791623333,-0.795,300,-298.417,83.147,-22.217,-237.487,0.000628533,0.000535182,0.000952585,8
0.000422252,0,3,239,1,-0.792163333,-0.792,300,-298.831,82.993,-21.811,-237.649,1.73E-06,1.83E-06,2.78E-06,8
0.000456483,0,62,41,2,-0.793343333,-0.793,300,-298.86,82.865,-22.008,-238.003,5.72E-07,4.51E-07,1.39E-06,8
0.000536669,0,39,43,3,-0.792403333,-0.793,300,-298.848,83.002,-21.875,-237.721,1.18E-05,1.44E-05,5.56E-06,8
0.001718569,0,273,276,4,-0.77475,-0.785,300,-298.475,83.348,-17.298,-232.425,0.000851148,0.001038221,0.002071873,8
0.001859318,0,175,77,0,-1.030333333,-0.915,300,-303.329,26.518,-32.289,-309.1,0.007971296,0.020138636,0.011684106,9
0.001655356,0,241,289,1,-0.992943333,-0.928,300,-302.285,33.484,-29.082,-297.883,0.014098883,0.026743237,0.008548381,9
0.001722477,0,63,0,2,-0.99959,-0.93,300,-303.116,26.466,-23.227,-299.877,0.012079761,0.031027808,0.007063997,9
0.001481497,0,263,195,3,-0.967443333,-0.917,300,-306.445,39.324,-23.112,-290.233,0.000601175,0.004919236,0.002806597,9
0.000196188,0,1,60,4,-0.927506667,-0.928,300,-307.345,44.924,-15.831,-278.252,7.35E-05,9.07E-05,5.27E-05,9
0.384514456,0,95,187,0,-1.343666667,-1.4685,300,-298.593,-35.414,-69.093,-403.1,0.274875377,0.236363312,0.154957309,10
0.390585116,0,175,176,1,-1.417866667,-1.5925,300,-305.466,-42.099,-77.795,-425.36,0.205512453,0.186745869,0.11237344,10
0.389535829,0,28,291,2,-1.431826667,-1.593,300,-295.192,-50.673,-83.683,-429.548,0.158778696,0.186194208,0.125516705,10
0.374851516,0,117,294,3,-1.378496667,-1.589,300,-306.397,-31.137,-76.015,-413.549,0.134951005,0.147256448,0.147759269,10
0.42096857,0,264,199,4,-1.38252,-1.5745,300,-299.909,-37.374,-77.473,-414.756,0.137180756,0.141086407,0.181827426,10
0.007159792,0,4,7,0,-0.163136667,-0.159,300,-11.256,190.261,-227.946,-48.941,0.000286148,0.000276947,0.000350067,11
0.023102966,0,194,151,1,0.496063333,-0.1845,300,21.765,231.504,-104.45,148.819,0.016113072,0.094360071,0.282623826,11
0.004549982,0,80,299,2,1.324403333,1.3215,300,61.635,286.917,48.769,397.321,0.000386441,0.000990602,0.00071088,11
0.003654328,0,41,105,3,1.266226667,1.264,300,56.789,290.231,32.848,379.868,1.32E-05,2.47E-05,0.000125823,11
