0.553880532,0.649547403,0.138549,0.319861796,-0.679873333,-0.169253333,-0.031656667,1.06651597,1.792,1.22,0.579,2.546342671,-1.751,-2.177,-0.568,0.426456328,403.911,-1.007,0.171,-0.066,1.03410952,-1.01575,-0.724,-0.079,1.027639042,-0.139,0.22,-0.051,1.067047328,31878.864,-10583.1819,-12.1029,3.683743333,-3.292873333,-9.415343333,54.99813103,0.206430933,0.500318505,-0.403524699,0.253829639,-0.317728549,-0.030626249,0.37671444,0.48347625,0.258857278,0.446306475,0.565343877,-0.950863333,-0.40064,0.319996667,1.160768496,0.631,0.197,3.09,4.998200276,-3.841,-1.109,-1.536,0.324559702,520.552,-0.943,-0.321,0.235,1.053825412,-1.041,-0.527,0.097,0.99780459,-0.808,-0.266,0.491,1.169495618,81802.1925,13702.7412,6216.7302,7.966503333,-6.129466667,1.75715,98.32866166,0.656434335,-0.207047532,0.747924773,0.916372268,0.412297609,-0.203033243,-0.079086809,504.0909562,114.6566667,2047,-2048,87031,88,-18,161,277.2874681,1
0.46920059,0.500264409,0.153134527,0.246299809,-0.415673333,-0.688966667,0.020826667,1.039756413,1.542,0.19,0.717,2.145379687,-1.263,-1.734,-0.48,0.096509067,401.492,-0.243,-0.97,0.05,1.016998525,-1.019,-0.987,-0.063,1.000504917,-0.228,-0.141,0.063,1.04970091,12263.2203,35052.4053,-162.876,-2.479703333,1.046176667,-13.23945667,45.57441196,0.216075179,0.087173528,-0.275077741,-0.093669054,-0.481520309,-0.415587145,0.428637754,0.35708179,0.19378046,0.34321686,0.34759417,-0.76089,-0.272346667,0.572986667,1.069333623,0.094,0.697,2.431,4.483198189,-3.764,-1.006,-0.649,0.095194538,496.137,-0.683,-0.285,0.682,1.078569886,-0.954,-0.328,0.303,1.034306531,-0.64525,-0.198,0.792,1.13320563,52410.5709,6652.287,26240.322,7.216466667,-9.683956667,2.075423333,45.53133334,0.516156289,-0.146908817,0.424341202,0.744880626,0.02209164,0.00666447,-0.122889223,194.6837664,35.13333333,724,-737,45348,43.5,-56.75,147.75,131.611384,1
0.087423525,0.137948038,0.058965211,0.136743932,-0.130603333,-0.99084,0.123856667,1.012725104,0.184,-0.526,0.277,1.506122837,-0.296,-1.491,-0.046,0.557649532,379.026,-0.125,-0.992,0.116,1.00415935,-0.174,-1.025,0.093,0.981633842,-0.116,-0.946,0.157,1.037272385,1191.4293,88653.6297,1390.62,2.04712,-0.10345,2.89854,15.15358975,-0.489556528,-0.426910492,-0.52718427,-0.38994508,0.526210108,-0.257498844,-0.483247777,0.336928537,0.138652549,0.259704651,0.249067442,-0.677026667,-0.220356667,0.769086667,1.112013378,0.11,0.189,1.448,2.239695515,-1.746,-0.598,-0.287,0.095194538,503.677,-0.821,-0.17,0.649,1.072515268,-0.849,-0.285,0.631,1.06312464,-0.441,-0.162,0.962,1.09578967,39559.6707,3644.0505,53431.401,-3.53517,-7.354283333,-3.52337,28.50438499,0.165279127,-0.331256892,-0.112386629,-0.129413545,-0.796123005,-0.137949091,0.075932047,168.1282475,67.18,892,-353,38094,67.5,-19,134,141.1549432,1
0.555351565,0.512970824,0.211836758,0.242013556,-0.425706667,-0.624006667,0.002823333,1.062298044,1.097,0.226,0.47,1.885214842,-1.337,-1.574,-0.792,0.214478437,420.309,-0.2515,-0.85,0.018,1.028957964,-1.017,-0.97275,-0.071,0.996583163,-0.147,-0.078,0.166,1.084195554,19375.9854,43397.0118,279.4881,3.92986,4.970963333,-19.42465,46.29844534,0.227425596,-0.081041834,-0.250435669,-0.154487929,-0.497536639,-0.182656279,0.541907927,0.486966078,0.218000815,0.419757748,0.379667663,-0.73045,-0.264533333,0.51514,1.088858878,-0.075,0.563,1.604,3.323693879,-3.07,-0.635,-0.848,0.286867565,470.407,-0.772,-0.307,0.334,1.080216182,-0.97475,-0.425,0.186,0.987215782,-0.208,-0.125,0.973,1.087640106,45879.96,5001.1731,22774.098,12.01301,-8.11418,0.30856,67.97745742,0.617143157,-0.247238021,0.293595143,0.388960331,-0.264580483,-0.239648566,0.266724397,231.2799357,54.03666667,741,-1363,43483,59,-4.25,121,178.5596143,1
0.022454169,0.037572882,0.026346466,0.037856974,-0.160516667,-0.993123333,0.03248,1.007120352,-0.104,-0.868,0.143,1.19441785,-0.227,-1.172,-0.105,0.881814606,356.812,-0.153,-0.994,0.031,1.007666001,-0.1725,-1.006,0.027,0.999311763,-0.148,-0.985,0.038,1.019060266,2317.785,88761.5775,98.7468,-0.275396667,0.72365,0.198393333,6.31298751,-0.483385541,-0.523437814,-0.529846334,-0.504008585,0.32236969,0.511711006,-0.042217444,0.051931678,0.039987655,0.037210703,0.027126005,-0.216086667,-0.33379,1.010916667,1.088580014,0.078,-0.069,1.268,1.272088833,-0.412,-0.362,0.92,1.027559244,469.174,-0.224,-0.344,1.006,1.086222118,-0.226,-0.348,1.003,1.084349114,-0.219,-0.338,1.00825,1.08775181,4194.825,10021.4109,91990.7157,-2.77356,0.23044,-0.288963333,6.584666843,-0.480143361,-0.488165599,-0.459395597,-0.498265542,0.427550037,0.7891502,0.41063631,550.2236509,64.39666667,2047,-2048,91577,59,-22,130.25,234.3975729,1
0.402175763,0.439664677,0.157020428,0.205218571,-0.208136667,-0.83033,-0.004456667,1.034591595,1.216,0.129,0.532,1.695429739,-1.034,-1.679,-0.38,0.44308577,372.123,-0.079,-1,-0.011,1.005217389,-0.132,-1.004,-0.065,1.002868885,-0.075,-0.688,0.005,1.032273704,2591.4189,59797.8312,-0.2706,2.18209,-0.560476667,-9.954063333,39.81382327,-0.251822202,0.242811251,-0.361077525,-0.123849417,-0.67307515,-0.100081558,0.516231968,0.572714455,0.501111465,0.435715495,0.430451227,-0.33735,-0.802706667,0.02012,1.158543098,0.562,1.155,1.623,2.722825738,-1.813,-2.606,-1.635,0.630645701,468.443,0.082,-0.9725,-0.146,0.993062939,-0.861,-0.975,-0.169,0.990861242,0.085,-0.415,0.1,1.078931074,-5309.9001,55727.7051,-2647.1433,-6.4132,-3.347073333,-6.465196667,53.64729523,-0.080748352,0.634226341,0.606171087,0.429984462,-0.422635329,0.169129988,-0.494273664,455.8954251,29.72666667,2047,-2006,78964,42,-83,146,248.6634029,2
0.487462535,0.475196206,0.23109495,0.248639655,-0.23799,-0.762073333,0.00297,1.045188108,1.086,0.257,0.549,1.927469325,-1.173,-1.809,-0.698,0.124165213,405.866,-0.084,-0.987,0.018,1.011160719,-0.47,-1.001,-0.128,0.998517166,-0.063,-0.494,0.141,1.085796021,10004.736,57576.672,-678.6036,3.943056667,3.45248,-18.0411,55.26508057,0.000826009,-0.105008068,-0.114338141,-0.085001258,-0.675948948,-0.128374435,0.191581731,0.66836536,0.555591611,0.606830203,0.512846874,-0.442406667,-0.579853333,-0.028066667,1.180409487,0.374,0.975,1.592,3.129535589,-2.664,-1.104,-2.802,0.183393021,483.206,-0.0125,-0.948,-0.083,1.001129362,-0.817,-0.996,-0.118,0.993340324,0.04,-0.3505,0.176,1.27629542,-623.2407,14889.4794,605.3034,15.25942333,16.60449667,3.077673333,123.0599553,0.4925878,0.139120288,0.867345017,0.684278502,-0.672750516,-0.259653794,-0.169250304,408.9763191,24.48,1277,-2048,62122,54,-9.25,135.25,244.8678936,2
0.041644739,0.071400766,0.051545762,0.073883576,-0.19468,-0.995976667,0.010166667,1.016859735,-0.058,-0.758,0.054,1.355334276,-0.263,-1.329,-0.239,0.76279355,368.497,-0.213,-0.985,0.025,1.008869169,-0.218,-1.018,0.008,1.006249347,-0.188,-0.982,0.04,1.035258905,3413.9472,89297.7096,47.7777,0.87415,1.168713333,0.31364,11.06370427,-0.530488127,-0.45974777,-0.525620155,-0.451484235,0.509687706,0.124160034,-0.508633043,0.0163906,0.046513526,0.024014362,0.023699772,0.01707,-0.120876667,-0.93548,0.944707655,0.049,0.045,-0.863,1.109498535,-0.056,-0.245,-1.081,0.870785278,324.47,0.021,-0.133,-0.9345,0.943159584,0.016,-0.153,-0.938,0.940167006,0.025,-0.106,-0.928,0.946613437,19.2627,1219.2177,78761.7075,0.142943333,0.41695,0.225883333,4.636427636,-0.502862968,-0.502876536,-0.496884861,-0.500524862,-0.915275526,-0.266475159,0.328591745,504.4218398,46.08666667,1622,-2048,90068,68,-82,153.75,219.3909559,2
0.445906824,0.479504212,0.21000396,0.279756412,-0.279526667,-0.787883333,-0.03851,1.046409826,1.081,0.156,0.36,2.115694212,-1.119,-1.997,-0.868,0.243183059,401.848,-0.195,-0.985,0.01,1.015606713,-0.28425,-1.001,-0.0805,1.003650338,-0.1675,-0.534,0.043,1.038655862,4011.7965,52129.6149,490.0854,2.199983333,4.16144,-20.14045333,59.12693539,-0.013513643,0.112576227,-0.224831024,0.09949882,-0.623140379,0.075449587,0.045447866,0.709364459,0.343335654,0.731785917,0.527222881,-0.491893333,-0.150046667,-0.40017,1.141592331,0.328,0.996,1.557,3.513076999,-3.387,-1.233,-2.225,0.617904523,458.593,-0.047,-0.165,-0.9275,0.947856754,-0.864,-0.265,-0.937,0.942011511,0.014,-0.018,0.22125,1.059212443,48506.8902,1055.9037,32553.0123,18.40878,12.34554667,8.502936667,74.26352251,0.578625827,0.017896089,0.406673138,0.526467592,-0.314865819,-0.371306445,-0.657506983,506.2330179,102.46,1555,-2048,92726,64.5,-56,151.75,258.1031987,2
0.016795931,0.008383751,0.01959718,0.005558819,-0.189493333,-0.987706667,0.069476667,1.008466524,-0.145,-0.965,0.119,1.022951612,-0.222,-1.006,0.013,0.992466624,374.003,-0.197,-0.987,0.071,1.008420795,-0.201,-0.993,0.061,1.006191831,-0.181,-0.984,0.079,1.011022238,3224.5584,87800.0652,432.5199,0.136133333,0.599453333,0.35241,5.114248894,-0.480181268,-0.443348293,-0.510823059,-0.466835157,-0.62015116,0.884431213,-0.410047089,0.01481856,0.041960643,0.006134937,0.005691186,-0.003216667,-0.060666667,-0.941256667,0.944267143,0.017,0.047,-0.927,0.956339898,-0.039,-0.1,-0.956,0.927303079,305.368,0.001,-0.082,-0.94,0.943870754,-0.019,-0.09,-0.946,0.940316968,0.00825,-0.015,-0.938,0.948640079,-12.1407,259.5849,79737.966,1.134376667,0.629933333,0.190106667,3.124101965,-0.366063433,-0.515091755,-0.403357114,-0.472287631,-0.918839665,-0.315305389,0.276472664,347.0030434,41.32333333,1920,-1422,61069,62.5,-5,140.25,205.9078677,2
0.573054844,0.999804926,0.261482689,0.768006389,-0.272706667,0.68376,-0.012153333,1.161286138,1.271,3.99,1.016,4.132343161,-1.04,-0.851,-0.93,0.076426435,451.45,-0.171,0.458,-0.019,1.015691882,-0.833,0.106,-0.08,0.927263177,-0.11,1.001,0.03,1.063391743,6622.545,35110.3554,-287.1432,-6.338633333,1.29232,9.926433333,76.04381345,-0.213181372,1.321601029,-0.159230035,1.201516497,-0.224595025,0.374298822,0.128550304,0.717473811,0.312604573,0.533363642,0.491157028,-0.309663333,-0.042233333,0.806073333,1.184551008,1.49,0.789,1.808,3.633331391,-3.328,-1.246,-1.264,0.522045017,463.045,-0.058,-0.023,1.068,1.082570526,-0.78825,-0.25075,0.515,1.029629545,0.02,0.076,1.094,1.154270765,-198.7611,-1004.1732,51488.2173,-1.642233333,-18.22516333,-10.68151,77.1039144,0.508967917,0.052167258,0.521835913,0.571537705,0.361832164,-0.084806357,0.238487074,529.3464324,35.32333333,1817,-2048,87463,48,-68.5,166,283.4535163,3
